id,gender,age,date,course_name,before_arousal,before_subjective_preparation,before_anger,before_hate,before_contempt,before_disgust,before_fear,before_disappointment,before_shame,before_regret,before_guilt,before_sadness,before_compassion,before_relief,before_admiration,before_love,before_contentment,before_pleasure,before_joy,before_pride,before_amusement,before_interest,before_other_emotion,after_arousal,after_subjective_performance,after_anger,after_hate,after_contempt,after_disgust,after_fear,after_disappointment,after_shame,after_regret,after_guilt,after_sadness,after_compassion,after_relief,after_admiration,after_love,after_contentment,after_pleasure,after_joy,after_pride,after_amusement,after_interest,after_other_emotion,permission,data_recorder,course_code,credit,semester,requirement,course_level,course_prequisit,lecturer_name,lecturer_email,course_language,grade
298,male,21,########,A kutatásmódszertan alapjai,4,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,4,NA,2,4,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,4,NA,NA,4,NA,2,3,NA,NA,NA,1,Mari Louise,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,3
48,female,21,########,A kutatásmódszertan alapjai,3,3,1,1,1,1,3,2,2,3,3,3,1,2,2,1,2,1,2,2,2,3,NA,4,4,1,1,1,1,3,2,2,2,3,2,1,4,3,2,3,3,3,3,3,4,NA,1,Mari Louise,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,4
355,female,20,########,A kutatásmódszertan alapjai,3,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,4
378,female,20,########,A kutatásmódszertan alapjai,2,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,szcsonyá (???),2,3,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,Mari Louise,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,2
79,female,22,########,A kutatásmódszertan alapjai,4,3,NA,NA,NA,NA,4,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,4,NA,NA,NA,NA,NA,1,NA,1,1,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,4
126,female,20,########,A kutatásmódszertan alapjai,4,4,1,1,1,1,1,1,1,1,2,3,1,3,1,2,3,1,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Mari Louise,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,NA
200,female,20,########,A kutatásmódszertan alapjai,4,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,5
244,female,19,########,A kutatásmódszertan alapjai,4,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,3
278,female,22,########,A kutatásmódszertan alapjai,3,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,4,NA,2,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,2,NA,NA,NA,1,Mari Louise,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,4
246,female,19,########,A kutatásmódszertan alapjai,3,2,NA,NA,NA,NA,5,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,1,Mari Louise,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,2
76,female,21,########,Személyiségpszichológia 1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,4,5,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,3,5,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,NA
147,female,21,########,Személyiségpszichológia 1,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,2,3,4,3,4,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,5,3,4,5,4,4,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,5
197,female,21,########,Személyiségpszichológia 1,3,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,2,4,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,3,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,5
429,male,26,########,Személyiségpszichológia 1,4,3,2,1,1,1,1,4,3,4,4,2,2,3,4,4,2,2,3,2,3,3,NA,NA,NA,1,1,1,1,1,3,1,2,3,2,NA,4,4,4,3,3,3,3,3,3,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,4
NA,NA,NA,########,Személyiségpszichológia 1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,2,3,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,4
NA,NA,NA,########,Személyiségpszichológia 1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,2,3,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,5
NA,NA,NA,########,Személyiségpszichológia 1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,2,3,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,5
NA,NA,NA,########,Személyiségpszichológia 1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,2,3,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,5
NA,NA,NA,########,Személyiségpszichológia 1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,2,3,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,1
146,female,20,########,Személyiségpszichológia 1,5,4,NA,NA,NA,NA,5,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3,NA,NA,NA,NA,3,2,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,4
272,female,20,########,Személyiségpszichológia 1,4,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EXCITEMENT (""IZAGATOTTSÁG"")",2,4,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,4
67,female,21,########,Személyiségpszichológia 1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,2,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,4
137,female,21,########,Személyiségpszichológia 1,5,3,NA,NA,NA,NA,3,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,4,2,1,2,2,1,3,2,3,3,3,1,5,2,1,3,3,3,1,2,3,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,4
168,female,20,########,Személyiségpszichológia 1,4,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,2,3,NA,NA,NA,4,4,NA,NA,NA,4,NA,3,NA,NA,2,1,1,2,1,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,NA
99,female,20,########,Személyiségpszichológia 1,4,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EXCITEMENT (""IZAGALOM"")",2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,1
160,female,21,########,Személyiségpszichológia 1,4,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,3,3,3,3,NA,2,3,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,4,NA,NA,3,NA,3,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,4
261,female,20,########,Személyiségpszichológia 1,3,2,NA,NA,NA,NA,2,NA,NA,3,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,3,1,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,3
23,female,21,########,Személyiségpszichológia 1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,3
220,female,20,########,Személyiségpszichológia 1,4,3,NA,NA,NA,NA,5,1,NA,2,NA,NA,NA,NA,NA,2,NA,NA,3,NA,2,3,NA,1,2,3,NA,NA,NA,2,3,1,3,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,4
218,female,21,########,Személyiségpszichológia 1,4,2,NA,NA,NA,NA,4,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,1
56,female,20,########,Személyiségpszichológia 1,4,2,2,1,1,1,4,1,2,3,3,2,1,1,2,3,2,2,2,2,3,2,NA,2,2,2,1,1,1,2,3,2,3,3,2,1,2,1,2,1,1,1,1,2,1,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,3
422,female,19,########,Személyiségpszichológia 1,5,2,NA,NA,NA,NA,4,NA,2,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,3,NA,3,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,5
315,female,21,########,Személyiségpszichológia 1,4,2,NA,NA,NA,NA,4,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,5
334,female,21,########,Személyiségpszichológia 1,4,5,NA,NA,NA,NA,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,4,NA,5,NA,NA,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,3
103,female,22,########,Személyiségpszichológia 1,3,3,1,1,1,1,4,3,3,3,3,3,1,1,1,3,3,2,2,2,2,5,NA,2,5,1,1,1,1,3,1,1,1,2,1,1,5,3,3,5,5,5,5,5,4,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,4
290,female,19,########,Személyiségpszichológia 1,1,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,3,NA,1,4,NA,3,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,4
74,female,20,########,Személyiségpszichológia 1,4,3,1,1,1,1,4,2,3,4,4,3,3,1,1,1,1,1,1,1,1,2,NA,2,3,1,1,1,1,2,2,3,4,4,2,2,3,1,1,4,1,3,2,2,1,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,3
194,male,21,########,Személyiségpszichológia 1,4,3,NA,NA,NA,NA,4,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,3,3,2,4,5,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,4
281,female,19,########,Személyiségpszichológia 1,4,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,4,NA,4,NA,NA,1,Mari Louise,PSZB17-116; PSZB09-123,6,2018/19/1,Kollokvium (5),BA,NA,S. Nagy Zita,s.nagy.zita@ppk.elte.hu,Hungarian,5
234,male,23,########,"Szervezeti stratégia, struktúra és szervezeti működés",4,3,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Sára Posta,PSZM17-MU-101,4,2018/19/1,Kollokvium (5),MA,NA,Kádi Anna,kadi.anna@ppk.elte.hu,Hungarian,4
47,female,26,########,"Szervezeti stratégia, struktúra és szervezeti működés",3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,3,NA,4,NA,4,NA,NA,1,Sára Posta,PSZM17-MU-101,4,2018/19/1,Kollokvium (5),MA,NA,Kádi Anna,kadi.anna@ppk.elte.hu,Hungarian,4
142,female,23,########,"Szervezeti stratégia, struktúra és szervezeti működés",5,3,NA,NA,NA,NA,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,5,NA,NA,NA,5,NA,1,Sára Posta,PSZM17-MU-101,4,2018/19/1,Kollokvium (5),MA,NA,Kádi Anna,kadi.anna@ppk.elte.hu,Hungarian,4
263,female,23,########,"Szervezeti stratégia, struktúra és szervezeti működés",5,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,5,NA,NA,NA,NA,NA,1,Sára Posta,PSZM17-MU-101,4,2018/19/1,Kollokvium (5),MA,NA,Kádi Anna,kadi.anna@ppk.elte.hu,Hungarian,4
132,female,23,########,"Szervezeti stratégia, struktúra és szervezeti működés",4,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,4,NA,5,NA,NA,1,Sára Posta,PSZM17-MU-101,4,2018/19/1,Kollokvium (5),MA,NA,Kádi Anna,kadi.anna@ppk.elte.hu,Hungarian,4
215,female,24,########,"Szervezeti stratégia, struktúra és szervezeti működés",4,3,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Sára Posta,PSZM17-MU-101,4,2018/19/1,Kollokvium (5),MA,NA,Kádi Anna,kadi.anna@ppk.elte.hu,Hungarian,4
207,male,25,########,"Szervezeti stratégia, struktúra és szervezeti működés",1,2,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,1,Sára Posta,PSZM17-MU-101,4,2018/19/1,Kollokvium (5),MA,NA,Kádi Anna,kadi.anna@ppk.elte.hu,Hungarian,NA
318,female,24,########,Affective Psychology,4,3,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,3
196,female,29,########,Affective Psychology,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,3
122,female,23,########,Affective Psychology,3,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,NA,1,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,4
30,female,20,########,Affective Psychology,5,4,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,1,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,4
135,female,22,########,Affective Psychology,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,NA,1,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,5
302,female,22,########,Affective Psychology,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,3,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,3,NA,NA,NA,NA,0,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,NA
229,female,24,########,Affective Psychology,NA,NA,3,3,1,1,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,5,NA,1,4,4,1,3,1,1,NA,0,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,NA
191,male,22,########,Affective Psychology,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,NA
443,male,24,########,Affective Psychology,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,so-so,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,NA
4,female,22,########,Affective Psychology,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,NA
361,female,21,########,Affective Psychology,2,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,NA
1,female,20,########,Affective Psychology,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,NA
46,female,22,########,Affective Psychology,4,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mari Louise,PSYB12-118; PSYB17-113,3,2018/19/1,exam,BA,NA,Józsa Emese,jozsa.emese@ppk.elte.hu,English,5
